,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),draft_status,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,nba team,ROUND NUMBER,ROUND PICK,OVERALL PICK
345,Kyle Guy,Virginia,ACC,38,87.6,120.4,21.2,58.5,60.93,2.7,12.6,11.9,12.2,70,84,0.833,78,159,0.491,120,282,0.426,0.2,1.3,19.0,Jr,6-02,5.17711,130.026,1.2,2019,all,92.8,1.47171423,42.0,63.0,36.0,96.0,0.6667,0.375,2.0,2.0,1.0,Drafted,95.7696,91.249,4.647,202.594,8.19312,6.86764,1.32548,8.92003,35.3947,7.07107,1.84896,0.7105,3.7895,4.5,2.0526,0.6842,0.0526,15.4211,New York Knicks,2,25,55
346,Rui Hachimura,Gonzaga,WCC,37,75.5,121.7,26.4,60.8,63.9,5.8,17.0,9.3,12.9,164,222,0.739,260,429,0.606,15,36,0.417,2.4,1.8,47.7,Jr,6-08,4.97771,134.933,2.6,2019,all,70.6,0.83823051,185.0,257.0,75.0,171.0,0.7198,0.4386,58.0,60.0,0.9667,Drafted,91.0383,88.1291,4.33338,232.965,6.43262,4.02255,2.41007,8.39175,30.2162,5.90307,2.48868,1.3784,5.0811,6.4595,1.5405,0.9459,0.7297,19.7027,Washington Wizards,1,9,9
347,Jordan Bone,Tennessee,SEC,36,81.5,116.6,21.9,52.3,55.78,2.0,8.2,30.5,15.9,74,89,0.831,128,249,0.514,50,139,0.36,0.4,1.2,22.9,Jr,6-03,4.42574,126.581,1.6,2019,all,66.0,2.94515962,53.0,94.0,75.0,155.0,0.5638,0.4839,4.0,4.0,1.0,Drafted,105.844,99.9014,3.34361,176.373,4.52951,5.43392,-0.904415,5.25559,32.973,5.03938,0.216218,0.5135,2.6757,3.1892,5.8108,0.7027,0.1081,13.4595,New Orleans Pelicans,2,27,57
348,Grant Williams,Tennessee,SEC,36,78.6,124.5,27.0,58.3,64.73,8.8,17.4,18.3,15.2,211,258,0.818,215,361,0.596,14,44,0.318,5.3,2.0,63.7,Jr,6-07,6.13572,143.723,3.8,2019,all,62.0,1.40968254,109.0,151.0,106.0,211.0,0.7219,0.5024,23.0,23.0,1.0,Drafted,96.9792,91.5344,4.13561,248.894,11.7652,7.35703,4.40819,11.7953,31.8919,8.10155,3.69374,2.2162,5.2973,7.5135,3.1622,1.1351,1.4865,18.8108,Boston Celtics,1,22,22
349,Jordan Poole,Michigan,B10,37,82.6,108.4,20.0,53.8,57.32,0.8,9.4,13.0,14.1,75,90,0.833,86,166,0.518,75,203,0.369,0.7,2.0,24.4,So,6-05,3.22261,115.578,2.4,2019,all,81.6,1.42860919,63.0,89.0,23.0,77.0,0.7079,0.2987,7.0,7.0,1.0,Drafted,92.5991,88.1995,4.72841,204.665,7.31086,3.85039,3.46047,6.08437,33.027,2.46928,3.61508,0.2162,2.7568,2.973,2.1622,1.0811,0.2162,12.7568,Golden State Warriors,1,28,28
350,Nickeil Alexander-Walker,Virginia Tech,ACC,34,82.8,109.8,26.4,54.6,58.59,1.8,13.1,24.6,19.6,112,144,0.778,132,246,0.537,58,155,0.374,2.3,3.4,35.9,So,6-05,4.35834,124.321,2.7,2019,all,92.2,1.39177674,91.0,150.0,41.0,96.0,0.6067,0.4271,12.0,12.0,1.0,Drafted,94.3004,90.0833,4.65543,237.055,7.62455,3.96288,3.66167,7.93704,34.3235,4.23851,3.69853,0.4706,3.6176,4.0882,3.9706,1.8824,0.5294,16.1765,Brooklyn Nets,1,17,17
351,Jarrett Culver,Texas Tech,B12,38,80.6,106.9,32.2,50.5,54.17,5.7,17.3,25.9,15.5,147,208,0.707,205,390,0.526,49,161,0.304,2.2,2.7,37.7,So,6-05,4.70335,129.506,2.4,2019,all,37.8,1.36893562,147.0,221.0,58.0,169.0,0.6652,0.3432,28.0,29.0,0.9655,Drafted,86.158,81.671,5.34532,265.945,10.3159,5.42224,4.89364,10.5206,32.4474,6.40963,4.11102,1.4211,4.9737,6.3947,3.7105,1.4474,0.5526,18.5263,Phoenix Suns,1,6,6
352,Daniel Gafford,Arkansas,SEC,32,67.0,112.3,25.2,65.9,65.11,11.2,22.7,6.0,18.2,114,193,0.591,213,323,0.659,0,0,0.0,8.4,1.8,59.8,So,6-11,3.78329,125.761,3.8,2019,all,92.4,0.30265264,182.0,224.0,31.0,99.0,0.8125,0.3131,86.0,91.0,0.9451,Drafted,95.1262,90.6895,3.82935,217.448,6.45392,2.10357,4.35035,7.27672,28.6875,5.11414,2.16258,2.8438,5.8125,8.6562,0.7188,0.9062,1.9688,16.875,Chicago Bulls,2,8,38
353,Chuma Okeke,Auburn,SEC,37,69.0,119.1,20.9,57.7,59.8,11.0,16.6,12.6,16.6,65,90,0.722,113,197,0.574,54,139,0.388,5.5,3.7,26.8,So,6-08,4.058,127.534,2.6,2019,all,90.8,1.1231219,93.0,133.0,20.0,64.0,0.6992,0.3125,24.0,26.0,0.9231,Drafted,95.517,89.9962,3.99589,242.856,12.5748,6.77449,5.80027,10.2388,29.0789,6.70466,3.53418,2.7895,4.0526,6.8421,1.9211,1.8158,1.2105,12.0,Orlando Magic,1,16,16
354,KZ Okpala,Stanford,P12,29,76.1,100.8,26.6,50.7,54.32,4.1,14.9,13.0,18.3,116,173,0.671,138,280,0.493,32,87,0.368,1.4,1.7,47.1,So,6-09,2.69097,111.284,3.1,2019,all,91.8,0.69878763,93.0,164.0,45.0,116.0,0.5671,0.3879,21.0,22.0,0.9545,Drafted,100.101,97.5115,3.60828,178.801,0.982557,-0.0405959,1.02315,2.33923,32.6897,1.52021,0.819022,1.1724,4.5172,5.6897,2.0,1.0,0.5172,16.8276,Phoenix Suns,2,2,32
355,Bruno Fernando,Maryland,B10,34,74.9,114.7,23.8,61.2,65.28,12.0,27.5,14.5,23.5,113,145,0.779,170,275,0.618,3,10,0.3,7.0,1.3,50.9,So,6-10,4.10718,126.951,3.6,2019,all,82.8,0.71579398,124.0,174.0,46.0,101.0,0.7126,0.4554,52.0,56.0,0.9286,Drafted,91.1087,85.98,4.52166,245.934,9.88285,3.09585,6.78701,9.01872,29.9706,4.42937,4.58935,2.9412,7.7059,10.6471,2.0,0.6471,1.8824,13.5882,Philadelphia 76ers,2,4,34
356,Cameron Johnson,North Carolina,ACC,36,74.6,128.9,20.7,62.0,64.65,6.5,13.4,13.8,12.8,90,110,0.818,115,208,0.553,96,210,0.457,1.1,2.1,26.3,Sr,6-09,5.28005,138.45,2.0,2019,all,55.4,1.59260003,67.0,94.0,48.0,114.0,0.7128,0.4211,9.0,10.0,0.9,Drafted,97.4104,91.5633,3.92394,224.529,11.3569,8.51838,2.83854,12.0543,29.9444,8.98083,3.07344,1.8333,3.9444,5.7778,2.3889,1.1944,0.2778,16.8889,Minnesota Timberwolves,1,11,11
357,Jaylen Nowell,Washington,P12,36,85.7,108.6,25.1,56.1,59.15,3.5,14.9,20.8,20.3,95,122,0.779,167,318,0.525,51,116,0.44,0.8,2.2,28.1,So,6-04,3.80296,119.413,2.6,2019,all,86.8,1.05661591,91.0,127.0,76.0,191.0,0.7165,0.3979,8.0,10.0,0.8,Drafted,97.3948,93.8527,4.23752,221.631,3.51724,2.14254,1.37471,4.10466,34.4167,2.9467,1.15796,0.9722,4.3056,5.2778,3.1111,1.2778,0.25,16.1667,Minnesota Timberwolves,2,13,43
358,Nassir Little,North Carolina,ACC,36,45.3,107.8,24.0,50.5,55.07,9.2,16.9,6.1,16.1,77,100,0.77,117,221,0.529,14,52,0.269,3.3,1.5,36.6,Fr,6-06,2.06833,120.333,3.6,2019,all,99.6,0.47918697,86.0,126.0,31.0,95.0,0.6825,0.3263,35.0,38.0,0.9211,Drafted,96.0253,90.2613,2.46613,144.019,3.87487,1.85473,2.02014,4.14224,18.1944,2.44311,1.69912,1.5833,3.0278,4.6111,0.6389,0.5278,0.5278,9.8056,Portland Trail Blazers,1,25,25
359,Ignas Brazdeikis,Michigan,B10,37,74.1,110.7,24.6,53.1,57.29,4.6,16.1,6.1,10.5,116,150,0.773,132,264,0.5,56,143,0.392,1.7,1.5,36.9,Fr,6-07,3.8246,124.633,2.9,2019,all,92.2,0.6739061,103.0,166.0,29.0,98.0,0.6205,0.2959,14.0,14.0,1.0,Drafted,90.4089,86.1134,4.45936,201.859,6.11694,3.37709,2.73984,7.73786,29.6486,4.64768,3.09017,1.1622,4.2703,5.4324,0.8378,0.7027,0.4865,14.8108,Sacramento Kings,2,17,47
360,Coby White,North Carolina,ACC,35,69.2,108.7,26.1,51.6,55.56,1.3,11.4,24.4,19.0,104,130,0.8,106,211,0.502,82,233,0.352,1.3,2.0,29.3,Fr,6-05,3.69748,124.886,2.7,2019,all,95.2,1.52127942,66.0,99.0,40.0,112.0,0.6667,0.3571,5.0,6.0,0.8333,Drafted,98.1201,92.0853,3.69208,202.343,6.65559,4.90054,1.75505,7.04842,28.5714,4.71988,2.32854,0.3429,3.2,3.5429,4.0857,1.0857,0.3143,16.0571,Chicago Bulls,1,7,7
361,Cam Reddish,Duke,ACC,36,70.1,96.4,23.6,45.9,49.88,2.0,10.6,10.7,20.7,88,114,0.772,65,165,0.394,89,267,0.333,1.9,2.9,26.4,Fr,6-08,2.06068,107.457,3.2,2019,all,99.8,0.7291409,41.0,80.0,24.0,85.0,0.5125,0.2824,7.0,11.0,0.6364,Drafted,94.4086,88.501,4.22023,209.227,3.18676,1.24477,1.942,3.03069,29.6944,0.680393,2.3503,0.5556,3.1389,3.6944,1.9444,1.5556,0.5833,13.4722,Atlanta Hawks,1,10,10
362,Zion Williamson,Duke,ACC,33,64.9,129.2,28.2,70.8,70.19,12.8,18.0,15.0,15.2,130,203,0.64,272,364,0.747,24,71,0.338,5.8,3.9,46.7,Fr,6-07,6.77463,152.849,2.8,2019,all,99.2,0.87180573,247.0,313.0,25.0,51.0,0.7891,0.4902,72.0,79.0,0.9114,Drafted,86.7976,81.398,4.97916,256.043,16.4625,10.1581,6.30444,18.6726,29.9697,12.8016,5.87104,3.5152,5.3636,8.8788,2.0606,2.1212,1.7879,22.6061,New Orleans Pelicans,1,1,1
363,Bol Bol,Oregon,P12,9,17.6,116.5,30.4,61.0,63.18,9.7,29.0,9.5,13.5,28,37,0.757,61,107,0.57,13,25,0.52,12.9,1.8,28.0,Fr,7-02,4.6705,132.491,2.2,2019,all,99.4,0.5,39.0,54.0,22.0,53.0,0.7222,0.4151,15.0,18.0,0.8333,Drafted,85.3312,82.4774,4.8726,68.8772,10.5008,3.0689,7.43187,12.2756,29.8889,8.26764,4.00801,2.3333,7.4444,9.7778,1.0,0.8889,2.7778,21.0,Miami Heat,2,14,44
364,Romeo Langford,Indiana,B10,32,76.8,106.0,25.5,49.1,54.19,4.8,12.8,14.2,14.2,140,194,0.722,143,270,0.53,34,125,0.272,2.7,1.3,49.1,Fr,6-06,3.80753,120.175,2.2,2019,all,98.8,1.10296474,91.0,138.0,52.0,132.0,0.6594,0.3939,10.0,14.0,0.7143,Drafted,100.902,95.1026,4.02679,183.968,3.97252,2.67593,1.29659,5.06861,34.0625,3.95366,1.11495,1.4062,3.9688,5.375,2.3438,0.7812,0.8125,16.5,Boston Celtics,1,14,14
365,Darius Garland,Vanderbilt,SEC,5,10.8,110.1,26.9,63.9,65.75,1.6,13.7,25.7,23.2,12,16,0.75,18,31,0.581,11,23,0.478,1.5,1.7,29.6,Fr,6-02,2.88604,117.376,2.0,2019,all,97.4,0.86666663,10.0,16.0,8.0,15.0,0.625,0.5333,0.0,0.0,,Drafted,105.122,104.278,2.42904,24.6937,2.89816,2.82961,0.0685464,4.60109,27.8,3.46734,1.13375,0.4,3.4,3.8,2.6,0.8,0.4,16.2,Cleveland Cavaliers,1,5,5
366,Keldon Johnson,Kentucky,SEC,37,76.2,112.9,21.7,52.1,55.75,5.5,16.5,10.6,14.5,109,155,0.703,127,255,0.498,45,118,0.381,0.6,1.5,41.6,Fr,6-06,3.61945,121.661,2.9,2019,all,97.6,1.01665019,69.0,116.0,58.0,139.0,0.5948,0.4173,16.0,20.0,0.8,Drafted,97.1789,91.0516,4.06433,206.457,5.96447,3.88058,2.08389,5.7067,30.7027,3.54807,2.15862,1.3243,4.5405,5.8649,1.6486,0.7568,0.1622,13.4595,San Antonio Spurs,1,29,29
367,Tyler Herro,Kentucky,SEC,37,81.0,118.2,20.0,53.6,58.03,1.6,14.0,15.2,14.8,87,93,0.935,126,234,0.538,60,169,0.355,1.1,2.0,23.1,Fr,6-05,4.19748,124.79,1.6,2019,all,92.8,1.5333621,56.0,84.0,70.0,150.0,0.6667,0.4667,4.0,5.0,0.8,Drafted,96.8156,90.7113,4.35662,222.631,7.81611,4.78189,3.03422,8.0741,32.6216,4.61711,3.45699,0.4054,4.0811,4.4865,2.4865,1.1081,0.3243,14.027,Miami Heat,1,13,13
368,Jaxson Hayes,Texas,B12,32,50.0,133.8,16.9,72.8,73.9,8.8,16.2,2.6,13.9,74,100,0.74,123,169,0.728,0,0,0.0,10.6,1.5,59.2,Fr,6-11,3.96095,136.739,5.7,2019,all,79.8,0.31030677,105.0,123.0,18.0,46.0,0.8537,0.3913,74.0,75.0,0.9867,Drafted,94.8033,88.6571,3.27939,161.475,10.4958,3.60466,6.89117,8.98189,23.3438,3.95482,5.02707,1.75,3.25,5.0,0.2812,0.5938,2.2188,10.0,Atlanta Hawks,1,8,8
369,Grant Riller,College of Charleston,CAA,30,84.0,112.1,33.9,54.8,60.49,1.9,15.2,30.5,16.6,168,205,0.82,173,315,0.549,47,129,0.364,1.0,2.9,46.2,Sr,6-03,5.27714,130.603,2.7,2020,all,6.0,1.25775007,108.0,153.0,65.0,162.0,0.7059,0.4012,10.0,11.0,0.9091,Drafted,101.319,100.18,3.16678,192.843,5.86232,5.54213,0.320187,7.04985,33.5161,6.00928,1.04058,0.5161,4.6129,5.129,3.9355,1.5806,0.3226,21.871,Charlotte Hornets,2,26,56
370,Udoka Azubuike,Kansas,B12,30,69.8,114.3,23.5,74.4,68.06,15.2,26.7,7.4,21.4,63,143,0.441,174,234,0.744,0,0,0.0,10.9,1.0,61.1,Sr,7-01,4.21132,128.814,3.4,2020,all,93.6,0.38158753,137.0,161.0,37.0,73.0,0.8509,0.5068,103.0,111.0,0.9279,Drafted,82.59,78.6158,4.72011,213.9,11.5045,3.96495,7.53955,10.9671,27.7419,6.20845,4.75866,3.4516,7.0,10.4516,0.9355,0.4839,2.5806,13.7419,Utah Jazz,1,27,27
371,Elijah Hughes,Syracuse,ACC,32,91.1,110.5,25.5,51.1,56.09,1.3,13.3,20.1,14.2,135,166,0.813,120,236,0.508,78,228,0.342,2.9,1.8,35.8,Jr,6-06,4.7401,122.834,2.0,2020,all,60.2,1.49316151,57.0,78.0,63.0,158.0,0.7308,0.3987,12.0,13.0,0.9231,Drafted,101.736,98.1786,3.6869,214.84,5.7554,5.03204,0.723357,6.71216,36.7188,5.8075,0.904655,0.4062,4.5312,4.9375,3.4062,1.1562,0.8125,19.0312,New Orleans Pelicans,2,9,39
372,Payton Pritchard,Oregon,P12,31,88.8,120.6,28.4,56.3,60.08,2.3,11.6,31.6,16.0,115,140,0.821,128,250,0.512,88,212,0.415,0.1,2.5,30.3,Sr,6-02,6.88025,141.172,2.2,2020,all,89.4,2.0235603,92.0,153.0,36.0,97.0,0.6013,0.3711,0.0,0.0,,Drafted,100.303,96.8939,3.75208,193.577,8.38468,8.4833,-0.0986219,10.0406,36.5161,8.7003,1.34032,0.6774,3.6452,4.3226,5.5484,1.5161,0.0323,20.4839,Boston Celtics,1,26,26
373,Saben Lee,Vanderbilt,SEC,32,81.4,108.4,29.7,53.0,58.02,2.0,11.0,32.0,18.1,155,206,0.752,161,293,0.549,39,121,0.322,0.9,2.7,49.8,Jr,6-02,4.48945,125.079,2.2,2020,all,79.2,1.35351345,137.0,227.0,24.0,66.0,0.6035,0.3636,24.0,29.0,0.8276,Drafted,106.691,102.531,2.80298,185.976,4.17965,4.42847,-0.24882,4.82781,32.8125,4.61274,0.215061,0.5625,2.9688,3.5312,4.1875,1.5312,0.2812,18.5625,Utah Jazz,2,8,38
374,Jordan Nwora,Louisville,ACC,31,82.2,111.2,26.0,52.8,56.85,6.0,19.8,8.4,14.5,104,128,0.813,113,241,0.469,76,189,0.402,0.9,1.3,29.8,Jr,6-07,4.56929,125.37,2.7,2020,all,82.6,0.61536625,62.0,103.0,54.0,143.0,0.6019,0.3776,21.0,26.0,0.8077,Drafted,93.2958,90.2417,4.23486,206.287,5.90936,4.49834,1.41102,7.14773,33.1613,5.64108,1.50666,1.6774,6.0323,7.7097,1.2903,0.7419,0.2581,18.0,Milwaukee Bucks,2,15,45
375,Paul Reed,DePaul,BE,28,72.0,108.4,23.6,53.7,56.21,11.2,25.7,11.1,16.5,59,78,0.756,165,298,0.554,15,51,0.294,9.4,3.3,22.3,Jr,6-09,3.60286,117.932,3.7,2020,all,46.0,0.71211393,114.0,172.0,51.0,126.0,0.6628,0.4048,32.0,34.0,0.9412,Drafted,88.7649,84.082,4.78223,254.107,10.0563,2.61417,7.44211,8.59097,31.6897,4.57062,4.02035,3.2759,7.4138,10.6897,1.6207,1.8621,2.5517,15.1379,Philadelphia 76ers,2,28,58
376,Nick Richards,Kentucky,SEC,31,73.5,123.4,20.3,64.2,67.36,11.3,18.6,1.7,15.3,109,145,0.752,163,254,0.642,0,0,0.0,8.0,0.2,57.1,Jr,6-11,4.37362,128.2,4.3,2020,all,96.6,0.14285714,113.0,135.0,50.0,119.0,0.837,0.4202,64.0,65.0,0.9846,Drafted,94.5497,90.6776,3.74135,187.041,5.49275,2.96557,2.52718,6.27526,29.6452,4.20902,2.06623,2.6129,5.1613,7.7742,0.2258,0.0968,2.129,14.0323,New Orleans Pelicans,2,12,42
377,Tyler Bey,Colorado,P12,31,69.7,109.9,24.6,55.5,61.12,8.3,27.7,11.5,20.0,136,183,0.743,127,233,0.545,13,31,0.419,4.0,3.1,69.3,Jr,6-07,3.67239,122.129,2.6,2020,all,74.2,0.61333387,82.0,124.0,45.0,109.0,0.6613,0.4128,30.0,34.0,0.8824,Drafted,84.6138,81.6426,4.56184,238.852,7.72222,2.1849,5.53732,8.96352,29.0,4.54475,4.41877,2.0,7.0323,9.0323,1.4839,1.5484,1.129,13.8387,Philadelphia 76ers,2,6,36
378,Obi Toppin,Dayton,A10,31,78.2,122.5,26.2,67.4,68.4,5.2,22.0,14.5,15.4,99,141,0.702,213,305,0.698,32,82,0.39,4.1,1.8,36.4,So,6-09,5.36843,134.821,2.1,2020,all,,0.98532022,167.0,202.0,46.0,103.0,0.8267,0.4466,107.0,115.0,0.9304,Drafted,89.5851,87.4529,4.32772,221.628,10.1576,5.97507,4.18257,11.949,31.6452,8.60654,3.34245,1.1935,6.3548,7.5484,2.1613,0.9677,1.2258,20.0323,New York Knicks,1,8,8
379,Jalen Smith,Maryland,B10,31,78.1,120.1,22.6,59.0,62.65,11.5,25.4,6.1,14.3,111,148,0.75,136,225,0.604,32,87,0.368,8.3,1.3,47.4,So,6-10,4.98297,131.329,3.0,2020,all,97.0,0.4717202,114.0,158.0,22.0,67.0,0.7215,0.3284,49.0,52.0,0.9423,Drafted,87.8759,83.2995,4.77205,242.621,9.73506,4.46238,5.27268,10.7929,31.2258,7.03818,3.75472,3.1935,7.3226,10.5161,0.8065,0.7097,2.3548,15.4516,Phoenix Suns,1,10,10
380,Immanuel Quickley,Kentucky,SEC,30,78.9,117.9,22.2,51.1,59.49,2.1,11.9,11.7,12.8,144,156,0.923,76,186,0.409,62,145,0.428,0.5,1.6,47.1,So,6-03,4.55608,125.623,2.8,2020,all,95.8,1.18749997,24.0,50.0,52.0,136.0,0.48,0.3824,1.0,1.0,1.0,Drafted,98.4589,94.1177,3.75772,170.826,5.6328,5.20309,0.42971,6.34707,32.8667,4.86227,1.48481,0.5333,3.6667,4.2,1.9,0.9,0.1333,16.0667,Oklahoma City Thunder,1,25,25
381,Tre Jones,Duke,ACC,29,81.6,110.8,24.6,47.4,52.39,2.1,10.8,31.4,16.8,108,140,0.771,123,275,0.447,39,108,0.361,0.9,2.8,36.6,So,6-03,4.5175,122.7,2.0,2020,all,97.2,2.37175164,61.0,113.0,62.0,162.0,0.5398,0.3827,0.0,0.0,,Drafted,93.6734,89.652,4.55738,196.275,6.52831,4.74497,1.78335,6.93377,35.4483,4.59335,2.34042,0.6552,3.5862,4.2414,6.3793,1.7931,0.3448,16.2414,San Antonio Spurs,2,11,41
382,Saddiq Bey,Villanova,BE,31,84.4,119.0,22.0,58.4,60.82,4.5,11.3,14.9,11.8,70,91,0.769,96,192,0.5,79,175,0.451,1.1,1.4,24.8,So,6-08,5.07933,128.69,2.9,2020,all,72.6,1.60866639,66.0,105.0,30.0,87.0,0.6286,0.3448,18.0,21.0,0.8571,Drafted,100.005,94.1336,3.89097,178.643,7.29615,5.85342,1.44273,7.28109,33.9032,5.78976,1.49133,1.2903,3.4516,4.7419,2.3871,0.7742,0.3871,16.0968,Brooklyn Nets,1,19,19
383,Daniel Oturu,Minnesota,B10,31,84.2,112.0,28.3,58.5,61.2,12.0,23.3,7.6,17.5,128,181,0.707,219,371,0.59,19,52,0.365,7.1,1.0,42.8,So,6-10,5.40599,131.576,3.2,2020,all,90.2,0.37499558,163.0,227.0,56.0,144.0,0.7181,0.3889,34.0,39.0,0.8718,Drafted,92.067,86.7013,4.75181,241.12,7.17207,3.33642,3.83565,9.93241,33.9677,7.11056,2.82185,3.7419,7.5161,11.2581,1.0645,0.5484,2.4516,20.0968,Minnesota Timberwolves,2,3,33
384,Aaron Nesmith,Vanderbilt,SEC,14,38.8,125.1,23.7,65.9,68.53,2.5,13.9,6.9,11.6,52,63,0.825,45,90,0.5,60,115,0.522,2.6,2.3,30.7,So,6-06,5.52929,130.755,3.1,2020,all,87.4,0.54167882,29.0,52.0,16.0,38.0,0.5577,0.4211,6.0,6.0,1.0,Drafted,105.59,105.008,2.71912,92.9536,6.21376,6.24541,-0.0316497,8.91591,35.7143,8.63458,0.281327,0.7857,4.0714,4.8571,0.9286,1.4286,0.8571,23.0,Boston Celtics,1,14,14
385,Kira Lewis Jr.,Alabama,SEC,31,92.5,107.8,24.7,52.0,55.93,2.3,10.7,27.7,20.0,105,131,0.802,150,296,0.507,56,154,0.364,1.5,2.5,29.1,So,6-03,4.25118,118.438,2.8,2020,all,92.4,1.47272014,117.0,203.0,33.0,93.0,0.5764,0.3548,6.0,6.0,1.0,Drafted,102.441,97.7758,3.79751,234.409,4.78994,3.69911,1.09083,4.8609,37.6129,3.49621,1.36469,0.8387,3.9355,4.7742,5.2258,1.8065,0.5806,18.4839,New Orleans Pelicans,1,13,13
386,Isaiah Joe,Arkansas,SEC,26,72.1,104.6,22.9,49.7,54.44,1.7,11.5,10.0,11.7,81,91,0.89,38,85,0.447,94,275,0.342,0.8,2.2,25.3,So,6-05,3.14986,110.771,2.0,2020,all,66.0,1.0,15.0,22.0,23.0,63.0,0.6818,0.3651,3.0,3.0,1.0,Drafted,98.1214,94.0623,4.12199,167.73,3.74544,3.94036,-0.194923,4.34212,36.0385,3.65953,0.682598,0.5385,3.5769,4.1154,1.7308,1.3846,0.2692,16.8846,Philadelphia 76ers,2,19,49
387,Cole Anthony,North Carolina,ACC,22,57.2,97.6,29.0,45.1,50.15,1.4,16.4,23.9,19.6,96,128,0.75,82,204,0.402,49,141,0.348,0.9,2.1,37.1,Fr,6-03,3.44623,113.99,3.3,2020,all,99.4,1.12985713,37.0,69.0,45.0,135.0,0.5362,0.3333,3.0,3.0,1.0,Drafted,101.245,95.2872,3.85586,152.426,3.2216,2.6166,0.604996,4.33286,34.8636,2.96996,1.3629,0.4545,5.2273,5.6818,3.9545,1.3182,0.2727,18.5,Orlando Magic,1,15,15
388,Zeke Nnaji,Arizona,P12,32,75.8,116.1,24.1,57.8,62.96,11.5,20.4,5.8,16.9,152,200,0.76,174,297,0.586,5,17,0.294,3.3,1.3,63.7,Fr,6-11,4.43203,127.459,3.1,2020,all,92.2,0.38573715,125.0,189.0,49.0,108.0,0.6614,0.4537,34.0,38.0,0.8947,Drafted,91.3303,87.3467,4.20859,207.473,5.4373,2.73535,2.70195,6.83594,30.5625,4.90534,1.9306,3.0938,5.5312,8.625,0.8438,0.7188,0.875,16.0938,Denver Nuggets,1,22,22
389,Precious Achiuwa,Memphis,Amer,31,75.3,98.2,27.2,51.1,53.4,11.4,24.7,7.5,18.6,112,187,0.599,169,329,0.514,13,40,0.325,6.4,2.0,50.7,Fr,6-09,2.59546,110.181,3.1,2020,all,97.2,0.34480671,148.0,231.0,21.0,98.0,0.6407,0.2143,47.0,52.0,0.9038,Drafted,81.6111,79.6562,4.98252,256.167,3.93532,-0.850593,4.78591,5.13187,30.3548,2.18189,2.94998,3.0,7.7742,10.7742,0.9677,1.0968,1.871,15.7742,Miami Heat,1,20,20
390,James Wiseman,Memphis,Amer,3,5.5,140.6,26.8,76.9,75.98,21.8,26.5,4.4,8.8,19,27,0.704,20,25,0.8,0,1,0.0,13.6,0.8,103.8,Fr,7-01,5.27184,151.396,2.9,2020,all,100.0,0.33329999,17.0,19.0,3.0,6.0,0.8947,0.5,9.0,10.0,0.9,Drafted,80.0012,79.1389,3.84701,19.713,13.8093,8.52557,5.28375,17.2429,23.0,11.9313,5.31168,4.3333,6.3333,10.6667,0.3333,0.3333,3.0,19.6667,Golden State Warriors,1,2,2
391,Tyrell Terry,Stanford,P12,31,78.2,106.0,24.3,53.5,58.92,1.4,14.4,20.3,19.4,98,110,0.891,85,181,0.47,62,152,0.408,0.2,2.5,33.0,Fr,6-01,3.43069,115.961,2.5,2020,all,78.2,1.20728112,58.0,96.0,27.0,85.0,0.6042,0.3176,4.0,4.0,1.0,Drafted,90.4644,88.5736,4.34347,202.458,5.17455,2.98222,2.19233,5.15134,32.5484,2.69189,2.45945,0.3548,4.129,4.4839,3.1935,1.3871,0.0645,14.6452,Dallas Mavericks,2,1,31
392,Isaac Okoro,Auburn,SEC,28,69.3,112.8,20.0,55.3,58.51,6.4,8.8,13.1,17.6,90,134,0.672,105,174,0.603,20,70,0.286,3.1,1.7,54.9,Fr,6-06,3.22455,115.701,3.5,2020,all,93.0,1.03634885,101.0,149.0,4.0,25.0,0.6779,0.16,19.0,23.0,0.8261,Drafted,100.236,95.294,3.40379,154.441,5.74773,3.48115,2.26658,5.29374,31.4286,3.26188,2.03186,1.8929,2.5357,4.4286,2.0357,0.9286,0.8929,12.8571,Cleveland Cavaliers,1,5,5
393,Cassius Stanley,Duke,ACC,29,63.1,109.4,21.3,53.1,56.9,7.6,11.7,6.6,17.4,77,105,0.733,97,184,0.527,31,86,0.36,2.4,1.4,38.9,Fr,6-06,2.85809,115.904,3.2,2020,all,92.8,0.55555556,78.0,133.0,19.0,51.0,0.5865,0.3725,32.0,33.0,0.9697,Drafted,95.2606,91.9103,3.31325,140.977,4.13095,2.93242,1.19853,4.12945,27.4138,3.09764,1.03181,1.8621,3.0,4.8621,1.0345,0.6897,0.7241,12.5517,Indiana Pacers,2,24,54
