,Nodraft,Yesdraft,Player,Team,Conference
3275,1.0,0.0,Michael Eads,Appalachian St.,SB
3276,0.998,0.002,Sebastian Mendoza,San Jose St.,MWC
3277,1.0,0.0,Kirshon Thrash,Presbyterian,BSth
3278,0.988,0.012,Efe Abogidi,Washington St.,P12
3279,1.0,0.0,Godsgift Ezedinma,Incarnate Word,Slnd
3280,0.998,0.002,Brayan Au,Louisiana Lafayette,SB
3281,1.0,0.0,Javontae Hopkins,Tarleton St.,WAC
3282,1.0,0.0,Tobin Kund,Cal Baptist,WAC
3283,0.998,0.002,Maj Dusanic,San Francisco,WCC
3284,1.0,0.0,Truman Brown,Utah Valley,WAC
3285,0.992,0.008,R.J. Blakney,Dayton,A10
3286,1.0,0.0,Malik Wade,Cal Baptist,WAC
3287,1.0,0.0,Trey Thomas,Vanderbilt,SEC
3288,1.0,0.0,Churchill Bounds,Central Arkansas,Slnd
3289,1.0,0.0,Kayo Goncalves,South Alabama,SB
3290,1.0,0.0,Carter Gilmore,Wisconsin,B10
3291,1.0,0.0,Erickson Bans,Bryant,NEC
3292,1.0,0.0,Donovan Williams,Oklahoma St.,B12
3293,1.0,0.0,Jovan Tucker,Mercer,SC
3294,0.998,0.002,Kasparas Jonauskas,Sacred Heart,NEC
3295,1.0,0.0,Kenneth Womack,Sacred Heart,NEC
3296,1.0,0.0,Mark Jaakson,Southern Miss,CUSA
3297,0.996,0.004,Naseem Khalid,Morgan St.,MEAC
3298,1.0,0.0,Will Loughlin,Colorado,P12
3299,0.998,0.002,Jaron Pierre Jr.,Southern Miss,CUSA
3300,1.0,0.0,Taylor Blanchard,Nicholls St.,Slnd
3301,1.0,0.0,Justin Wright,North Carolina Central,MEAC
3302,1.0,0.0,Isaiah Addo-Ankrah,UTSA,CUSA
3303,1.0,0.0,Malachy Caffrey,Pepperdine,WCC
3304,1.0,0.0,Artan Jabbar,UTSA,CUSA
3305,1.0,0.0,Jonathan Bolden,Bethune Cookman,SWAC
3306,0.998,0.002,DeAndre Henry,Nevada,MWC
3307,0.992,0.008,Colby Jones,Xavier,BE
3308,0.978,0.022,Malik Henry,George Mason,A10
3309,1.0,0.0,Gedeon Buzangu,Idaho St.,BSky
3310,1.0,0.0,Kasean Pryor,Boise St.,MWC
3311,0.998,0.002,Mady Sissoko,Michigan St.,B10
3312,1.0,0.0,Jamie Bergens,Oral Roberts,Sum
3313,0.998,0.002,Ethan Kilgore,Idaho,BSky
3314,1.0,0.0,Tanner Christensen,Idaho,BSky
3315,1.0,0.0,Kendall McHugh,Idaho,BSky
3316,1.0,0.0,Burke Smith,Boise St.,MWC
3317,1.0,0.0,Davis Smith,Michigan St.,B10
3318,0.978,0.022,Malique Jacobs,Kent St.,MAC
3319,1.0,0.0,Mark Sears,Ohio,MAC
3320,0.998,0.002,Jordan Hall,Saint Joseph's,A10
3321,1.0,0.0,Vince Cole,Coastal Carolina,SB
3322,0.996,0.004,Posh Alexander,St. John's,BE
3323,1.0,0.0,Aidan Carpenter,Siena,MAAC
3324,0.99,0.01,Jaemyn Brakefield,Mississippi,SEC
3325,1.0,0.0,Emorie Knox,Charleston Southern,BSth
3326,0.994,0.006,Matt Cross,Louisville,ACC
3327,1.0,0.0,Tony Sanders Jr.,Notre Dame,ACC
3328,1.0,0.0,Darius Burford,Elon,CAA
3329,0.998,0.002,Keegan Harvey,College of Charleston,CAA
3330,0.98,0.02,Earl Timberlake,Memphis,Amer
3331,1.0,0.0,Tristan Ikpe,Sam Houston St.,Slnd
3332,0.964,0.036,Michael Graham,Elon,CAA
3333,1.0,0.0,Ashton Myles-Devore,Louisville,ACC
3334,1.0,0.0,Kylen Milton,Arkansas Pine Bluff,SWAC
3335,1.0,0.0,Keshawn Williams,Northern Illinois,MAC
3336,1.0,0.0,Jacob Falko,Binghamton,AE
3337,1.0,0.0,Mardrez McBride,North Texas,CUSA
3338,0.998,0.002,Jordan Polynice,Chicago St.,WAC
3339,0.982,0.018,Rubin Jones,North Texas,CUSA
3340,1.0,0.0,Tyrone Simos-Primerano,Gardner Webb,BSth
3341,0.996,0.004,Shemar Rathan-Mayes,Youngstown St.,Horz
3342,1.0,0.0,R.J. Weise,Rider,MAAC
3343,1.0,0.0,Boogie Anderson,South Dakota,Sum
3344,1.0,0.0,Jayden Johnson,Illinois St.,MVC
3345,0.998,0.002,Brantly Stevenson,Cal Poly,BW
3346,1.0,0.0,Dontrell McQuarter,Alcorn St.,SWAC
3347,0.998,0.002,Steven Ashworth,Utah St.,MWC
3348,0.998,0.002,Alijah Martin,Florida Atlantic,CUSA
3349,0.998,0.002,VonCameron Davis,Kent St.,MAC
3350,0.998,0.002,Dylan Robertson,Bethune Cookman,SWAC
3351,1.0,0.0,Aiden Terry,Rutgers,B10
3352,0.996,0.004,TJ Bamba,Washington St.,P12
3353,1.0,0.0,Mario Fantina,Arkansas St.,SB
3354,1.0,0.0,Will Ferguson,Presbyterian,BSth
3355,1.0,0.0,Josh Morgan,Incarnate Word,Slnd
3356,1.0,0.0,Elijah Bridgers,Missouri St.,MVC
3357,1.0,0.0,Jack Jamele,Utah,P12
3358,1.0,0.0,Martel Williams,Southern Utah,BSky
3359,1.0,0.0,Rashad Holmes,New Orleans,Slnd
3360,1.0,0.0,Justin Vander Baan,Boston College,ACC
3361,1.0,0.0,Matas Spokas,Sacred Heart,NEC
3362,1.0,0.0,Samkelo Cele,Marist,MAAC
3363,1.0,0.0,Quest Harris,Sacred Heart,NEC
3364,1.0,0.0,Devin Davis,Creighton,BE
3365,0.966,0.034,Mike Sixsmith,Sacred Heart,NEC
3366,1.0,0.0,Lazar Grbovic,Arkansas St.,SB
3367,1.0,0.0,Lado Laku,Cal St. Fullerton,BW
3368,1.0,0.0,Drew Daniel,Northern Iowa,MVC
3369,1.0,0.0,Omar Parchman,Arkansas Pine Bluff,SWAC
3370,1.0,0.0,Marcellus Vail,Samford,SC
3371,0.998,0.002,A.J. Staton-McCray,Samford,SC
3372,1.0,0.0,John Grigsby,Wyoming,MWC
3373,1.0,0.0,Matthew Murrell,Mississippi,SEC
3374,1.0,0.0,Kj Riley,Alcorn St.,SWAC
3375,1.0,0.0,Tajah Fraley,Alcorn St.,SWAC
3376,1.0,0.0,Travonte Doolittle,Arkansas Pine Bluff,SWAC
3377,1.0,0.0,Byron Joshua,Alcorn St.,SWAC
3378,0.89,0.11,Zach Edey,Purdue,B10
3379,0.998,0.002,Eric Boone,North Carolina Central,MEAC
3380,1.0,0.0,Chase Martin,Purdue,B10
3381,0.992,0.008,Marcus Fitzgerald Jr.,Tennessee St.,OVC
3382,0.998,0.002,Giancarlo Sanchez,Presbyterian,BSth
3383,1.0,0.0,Petar Krivokapic,FIU,CUSA
3384,0.996,0.004,Javaunte Hawkins,FIU,CUSA
3385,0.954,0.046,K.D. Johnson,Auburn,SEC
3386,1.0,0.0,Grant Weitman,Arizona,P12
3387,1.0,0.0,Demetric Horton,North Carolina A&T,BSth
3388,1.0,0.0,Darweshi Hunter,Northern Illinois,MAC
3389,1.0,0.0,Tanner Mans,VMI,SC
3390,1.0,0.0,Caleb Byrd,Jacksonville St.,ASun
3391,0.988,0.012,Jacob Hutson,Loyola Chicago,MVC
3392,0.974,0.026,Luis Rolon,Florida Gulf Coast,ASun
3393,1.0,0.0,Victor Rosa,Florida Gulf Coast,ASun
3394,1.0,0.0,Jackson Threadgill,Charlotte,CUSA
3395,1.0,0.0,Noah Hupmann,Northern Kentucky,Horz
3396,0.998,0.002,Zach Anderson,Florida Gulf Coast,ASun
3397,1.0,0.0,Nate Johnson,Southeast Missouri St.,OVC
3398,0.998,0.002,Jake Evans,Northern Kentucky,Horz
3399,0.998,0.002,Jamel Horton,Albany,AE
3400,1.0,0.0,Tahjae Hill,Niagara,MAAC
3401,1.0,0.0,Cole LaRue,Kennesaw St.,ASun
3402,0.998,0.002,Juston Betz,Bellarmine,ASun
3403,0.996,0.004,Will Amica,Albany,AE
3404,1.0,0.0,Anthony Leal,Indiana,B10
3405,1.0,0.0,Brandon Lieb,Illinois,B10
3406,1.0,0.0,Dji Bailey,Richmond,A10
3407,1.0,0.0,C.J. Roberts,Lamar,WAC
3408,0.986,0.014,Dallion Johnson,Penn St.,B10
3409,1.0,0.0,Kedrian Johnson,West Virginia,B12
3410,1.0,0.0,Clifford Omoruyi,Rutgers,B10
3411,1.0,0.0,Josh Gray,South Carolina,SEC
3412,1.0,0.0,Damani Hayes,South Dakota,Sum
3413,1.0,0.0,Brandon Whitney,Montana,BSky
3414,1.0,0.0,Jalon Andrews,Cal St. Fullerton,BW
3415,0.998,0.002,Connor Barrett,Valparaiso,MVC
3416,1.0,0.0,Owen Spencer,The Citadel,SC
3417,1.0,0.0,Latrell Jones,Nicholls St.,Slnd
3418,1.0,0.0,Henry Coleman III,Texas A&M,SEC
3419,1.0,0.0,Jabri Abdur-Rahim,Georgia,SEC
3420,0.984,0.016,Mark Williams,Duke,ACC
3421,0.998,0.002,Jeremy Roach,Duke,ACC
3422,0.998,0.002,Tyrin Lawrence,Vanderbilt,SEC
3423,0.996,0.004,Reece Beekman,Virginia,ACC
3424,1.0,0.0,Ryan Myers,Iona,MAAC
3425,1.0,0.0,Malik Lawrence-Anderson,UT Rio Grande Valley,WAC
3426,1.0,0.0,Sam'i Roe,Nebraska Omaha,Sum
3427,1.0,0.0,Andre Lorentsson,Saint Louis,A10
3428,1.0,0.0,Alyn Breed,Providence,BE
3429,1.0,0.0,Markise Davis,Arkansas St.,SB
3430,0.998,0.002,Keyon Wesley,Arkansas St.,SB
3431,1.0,0.0,Caleb London,Arkansas St.,SB
3432,1.0,0.0,Juwan White,Stony Brook,AE
3433,1.0,0.0,Thomas Zevgaras,Incarnate Word,Slnd
3434,1.0,0.0,Koby Brea,Dayton,A10
3435,1.0,0.0,Anton Jansson,Saint Joseph's,A10
3436,0.998,0.002,Hassan Diarra,Texas A&M,SEC
3437,1.0,0.0,Drake Muller,Denver,Sum
3438,1.0,0.0,Luke Barrett,Saint Mary's,WCC
3439,0.988,0.012,Jaron Rillie,Samford,SC
3440,0.986,0.014,Norchad Omier,Arkansas St.,SB
3441,1.0,0.0,Grayson Walters,Samford,SC
3442,0.998,0.002,Simeon Fryer,Texas A&M Corpus Chris,Slnd
3443,0.996,0.004,Lamont Butler,San Diego St.,MWC
3444,0.998,0.002,Christian Fussell,Middle Tennessee,CUSA
3445,0.998,0.002,Korey Hess,Denver,Sum
3446,0.998,0.002,Oliver Hayes-Brown,UC Riverside,BW
3447,1.0,0.0,Iseri Palacio,Denver,Sum
3448,1.0,0.0,Luke Frasso,Loyola Marymount,WCC
3449,1.0,0.0,Anthony Yu,Loyola Marymount,WCC
3450,0.998,0.002,Jordan Kwiecinski,Drake,MVC
3451,1.0,0.0,Bryceson Burns,Drake,MVC
3452,1.0,0.0,Hunter Erickson,BYU,WCC
3453,1.0,0.0,Carson Barrett,Purdue,B10
3454,1.0,0.0,Caleb Bates,UMass Lowell,AE
3455,0.998,0.002,Tai'Reon Joseph,Radford,BSth
3456,0.972,0.028,Jaden Ivey,Purdue,B10
3457,1.0,0.0,Ethan Morton,Purdue,B10
3458,1.0,0.0,Anthony Blunt,UMass Lowell,AE
3459,0.978,0.022,Micah Peavy,TCU,B12
3460,1.0,0.0,Dylan O'Hearn,NJIT,AE
3461,0.994,0.006,Kareem Thompson,Oral Roberts,Sum
3462,1.0,0.0,Nick Farrar,College of Charleston,CAA
3463,0.998,0.002,Ahamadou Fofana,Canisius,MAAC
3464,1.0,0.0,Siem Uijtendaal,Canisius,MAAC
3465,0.988,0.012,Ja'Von Benson,South Carolina,SEC
3466,0.998,0.002,Asa Beyah,Canisius,MAAC
3467,1.0,0.0,Bryson Tatum,Miami OH,MAC
3468,1.0,0.0,Nehemiah Benson,Rider,MAAC
3469,0.998,0.002,Bryce Monroe,San Diego,WCC
3470,1.0,0.0,Xavier Bell,Drexel,CAA
3471,1.0,0.0,Iyen Enaruna,Evansville,MVC
3472,0.992,0.008,Johnnie Williams IV,Louisiana Monroe,SB
3473,1.0,0.0,Kieffer Punter,Troy,SB
3474,1.0,0.0,Ja'Quavian Florence,Charleston Southern,BSth
3475,1.0,0.0,Marquel Bryant,Troy,SB
3476,0.998,0.002,Baylor Hebb,Colorado St.,MWC
3477,1.0,0.0,Nick Brennen,Manhattan,MAAC
3478,1.0,0.0,Bryce Beamer,Binghamton,AE
3479,1.0,0.0,Kellen Amos,Binghamton,AE
3480,1.0,0.0,Devin Tillis,UC Irvine,BW
3481,0.994,0.006,Colton Sandage,Western Illinois,Sum
3482,1.0,0.0,PJ Carter,Campbell,BSth
3483,1.0,0.0,Chase Potter,Utah Valley,WAC
3484,1.0,0.0,De'Lazarus Keys,Texas A&M Corpus Chris,Slnd
3485,0.998,0.002,Nick Jourdain,Temple,Amer
3486,0.998,0.002,Zach Visentin,Idaho St.,BSky
3487,1.0,0.0,David N'Guessan,Virginia Tech,ACC
3488,1.0,0.0,Trey Farrer,Utah Valley,WAC
3489,1.0,0.0,Eric Gaines,LSU,SEC
3490,0.998,0.002,Dante Maddox Jr.,Cal St. Fullerton,BW
3491,1.0,0.0,Oskar Palmquist,Rutgers,B10
3492,1.0,0.0,Nikola Zizic,South Dakota,Sum
3493,1.0,0.0,Asa McCord,Utah Valley,WAC
3494,0.994,0.006,Darius Lee,Houston Baptist,Slnd
3495,0.998,0.002,Henry Abraham,Eastern Illinois,OVC
3496,0.984,0.016,Carson Towt,Northern Arizona,BSky
3497,1.0,0.0,Koby Jeffries,Tennessee Martin,OVC
3498,1.0,0.0,Zimi Nwokeji,Dayton,A10
3499,0.996,0.004,Bayron Matos,South Florida,Amer
3500,0.996,0.004,Dishon Jackson,Washington St.,P12
3501,1.0,0.0,Josh Smith,Stetson,ASun
3502,0.958,0.042,Philip Pepple Jr.,Idaho,BSky
3503,0.998,0.002,Logan Bracamonte,Incarnate Word,Slnd
3504,0.986,0.014,Junior Madut,Hawaii,BW
3505,1.0,0.0,Juan Felix Rodriguez,Stony Brook,AE
3506,1.0,0.0,Dimitar Pandev,IUPUI,Horz
3507,1.0,0.0,Obinna Anochili-Killen,Marshall,CUSA
3508,1.0,0.0,David Early,Marshall,CUSA
3509,0.984,0.016,Pelle Larsson,Arizona,P12
3510,1.0,0.0,Ryan Evans,Cal Poly,BW
3511,0.998,0.002,Ian Martinez,Maryland,B10
3512,1.0,0.0,Aidan Prukop,Cal Poly,BW
3513,0.994,0.006,Luke Appel,South Dakota St.,Sum
3514,0.998,0.002,Jeremiah Pope,Rider,MAAC
3515,1.0,0.0,Jordan Kellier,Siena,MAAC
3516,0.964,0.036,Jordan Smalls,Rider,MAAC
3517,0.994,0.006,Dusan Mahorcic,Utah,P12
3518,1.0,0.0,Jaden House,High Point,BSth
3519,1.0,0.0,Ahmil Flowers,High Point,BSth
3520,1.0,0.0,Alex Holt,High Point,BSth
3521,0.998,0.002,Bryson Childress,High Point,BSth
3522,1.0,0.0,Alexis Angeles,Portland St.,BSky
3523,1.0,0.0,Parker Long,Southeast Missouri St.,OVC
3524,0.994,0.006,Adam Anhold,Western Illinois,Sum
3525,0.988,0.012,Andrej Jakimovski,Washington St.,P12
3526,1.0,0.0,Jaylon Gibson,North Carolina St.,ACC
3527,1.0,0.0,Ismael Plet,Oral Roberts,Sum
3528,1.0,0.0,Lukas Milner,Boise St.,MWC
3529,0.988,0.012,Jonathan Alexandre,Oral Roberts,Sum
3530,1.0,0.0,Naje Smith,Boise St.,MWC
3531,0.988,0.012,Cam Hayes,North Carolina St.,ACC
3532,0.992,0.008,Shakeel Moore,Mississippi St.,SEC
3533,1.0,0.0,Pavle Kuzmanovic,Boise St.,MWC
3534,1.0,0.0,A.J. Hoggard,Michigan St.,B10
3535,1.0,0.0,Nate Clover III,Oral Roberts,Sum
3536,0.998,0.002,Chibuzo Agbo,Texas Tech,B12
3537,1.0,0.0,Evan Joyner,Tennessee St.,OVC
3538,1.0,0.0,Jackson Watson,Bowling Green,MAC
3539,0.996,0.004,Trevor Lakes,Nebraska,B10
3540,1.0,0.0,Max Amadasun,Pittsburgh,ACC
3541,1.0,0.0,Pavlo Dziuba,Maryland,B10
3542,1.0,0.0,Milton Matthews,North Carolina A&T,MEAC
3543,0.998,0.002,Jarrett Hensley,Cincinnati,Amer
3544,0.994,0.006,David Walker,Cal St. Bakersfield,BW
3545,1.0,0.0,Tyler Kolek,Marquette,BE
3546,0.998,0.002,Pier-Olivier Racine,Fairleigh Dickinson,NEC
3547,1.0,0.0,Joe Munden Jr.,Fairleigh Dickinson,NEC
3548,1.0,0.0,Lincoln Ball,American,Pat
3549,1.0,0.0,Jared Garcia,Charlotte,CUSA
3550,1.0,0.0,Marques Watson,Manhattan,MAAC
3551,1.0,0.0,Joey Holifield,Oakland,Horz
3552,0.928,0.072,Jalen Moore,Oakland,Horz
3553,0.99,0.01,Trey Townsend,Oakland,Horz
3554,1.0,0.0,Chris Conway,Oakland,Horz
3555,1.0,0.0,Micah Parrish,Oakland,Horz
3556,1.0,0.0,Connor Serven,Illinois,B10
3557,1.0,0.0,George Ivory III,Arkansas Pine Bluff,SWAC
3558,1.0,0.0,Greyson Kelley,Youngstown St.,Horz
3559,1.0,0.0,Konstantin Dotsenko,Samford,SC
3560,1.0,0.0,Khristian Lander,Indiana,B10
3561,1.0,0.0,Sin'Cere McMahon,Winthrop,BSth
3562,1.0,0.0,Javonte Johnson,New Mexico,MWC
3563,1.0,0.0,Nolan Dorsey,Holy Cross,Pat
3564,1.0,0.0,Brad Halvorsen,Western Carolina,SC
3565,1.0,0.0,Josh Massey,Western Carolina,SC
3566,1.0,0.0,Barlow Alleruzzo IV,Eastern Illinois,OVC
3567,0.998,0.002,Jamon Kemp,Southeastern Louisiana,Slnd
3568,1.0,0.0,Evan Johnson,Georgia St.,SB
3569,0.998,0.002,"Jamal Mashburn, Jr.",New Mexico,MWC
3570,0.91,0.09,Hunter Dickinson,Michigan,B10
3571,0.986,0.014,Jaden McClanahan,Utah Valley,WAC
3572,0.986,0.014,Amari Williams,Drexel,CAA
3573,1.0,0.0,Johnell Davis,Florida Atlantic,CUSA
3574,1.0,0.0,Jack May,Florida,SEC
3575,1.0,0.0,Niels Lane,Florida,SEC
3576,0.996,0.004,Gideon George,BYU,WCC
3577,0.972,0.028,Ahron Ulis,Iowa,B10
3578,0.998,0.002,Keegan Murray,Iowa,B10
3579,1.0,0.0,Edin Smjecanin,South Dakota,Sum
3580,0.992,0.008,Jerroda Briscoe,Prairie View A&M,SWAC
3581,1.0,0.0,Kellen Tynes,Montana St.,BSky
3582,0.982,0.018,Emeka Udenyi,Seattle,WAC
3583,1.0,0.0,Nic Tata,Missouri St.,MVC
3584,0.998,0.002,Jalen Celestine,California,P12
3585,1.0,0.0,Alem Huseinovic,Nevada,MWC
3586,1.0,0.0,Grayson Haman,North Dakota St.,Sum
3587,0.996,0.004,Zahir Porter,Weber St.,BSky
3588,0.992,0.008,JaKobe Coles,TCU,B12
3589,1.0,0.0,Osayi Osifo,Jacksonville,ASun
3590,1.0,0.0,Emory Lanier,Davidson,A10
3591,1.0,0.0,Andre Bottoms,Norfolk St.,MEAC
3592,1.0,0.0,Russell Hyman,Stephen F. Austin,Slnd
3593,1.0,0.0,Connor Linke,Bradley,MVC
3594,1.0,0.0,Darius Hannah,Bradley,MVC
3595,1.0,0.0,Viktor Rajkovic,Seattle,WAC
3596,1.0,0.0,Kobe Sanders,Cal Poly,BW
3597,0.998,0.002,Dionte Bostick,Murray St.,OVC
3598,0.996,0.004,Howard Fleming Jr.,Illinois St.,MVC
3599,1.0,0.0,Dyson Koehler,Weber St.,BSky
3600,1.0,0.0,Boden Skunberg,North Dakota St.,Sum
3601,1.0,0.0,Alston Andrews,Illinois St.,MVC
3602,0.996,0.004,Sam Hines Jr.,South Florida,Amer
3603,1.0,0.0,Jordan Potts,Northwestern St.,Slnd
3604,0.998,0.002,Derek Fountain,Mississippi St.,SEC
3605,0.974,0.026,Darrion Trammell,Seattle,WAC
3606,0.998,0.002,Jaylin Williams,Arkansas,SEC
3607,1.0,0.0,Paxton Payne,UMKC,Sum
3608,0.998,0.002,Myles Stute,Vanderbilt,SEC
3609,1.0,0.0,Duwe Farris,North Carolina,ACC
3610,1.0,0.0,Delaney Heard,Alabama,SEC
3611,1.0,0.0,Brandon Borde,Rhode Island,A10
3612,1.0,0.0,Puff Johnson,North Carolina,ACC
3613,0.998,0.002,Joseph Bamisile,George Washington,A10
3614,0.986,0.014,Darius Maddox,Virginia Tech,ACC
3615,1.0,0.0,Isiah Dasher,Saint Peter's,MAAC
3616,1.0,0.0,Thomas Webley,Hartford,AE
3617,0.998,0.002,Gabe Wiznitzer,Louisville,ACC
3618,0.996,0.004,Davonte Davis,Arkansas,SEC
3619,1.0,0.0,Trace Young,Colorado St.,MWC
3620,1.0,0.0,Isaiah Rivera,Colorado St.,MWC
3621,1.0,0.0,Dre Davis,Louisville,ACC
3622,1.0,0.0,Brad Colbert,Louisville,ACC
3623,0.94,0.06,JJ Traynor,Louisville,ACC
3624,0.998,0.002,Mark Hatch,Dixie St.,WAC
3625,1.0,0.0,Matteo Picarelli,UMBC,AE
3626,1.0,0.0,Brendan Davis,UMBC,AE
3627,0.998,0.002,Hunter Schofield,Dixie St.,WAC
3628,1.0,0.0,Thomas Reid,UMBC,AE
3629,0.998,0.002,Johan Crafoord,Western Carolina,SC
3630,0.996,0.004,Devontae Blanton,Eastern Kentucky,OVC
3631,1.0,0.0,Tafari Simms,Milwaukee,Horz
3632,0.996,0.004,Selton Miguel,Kansas St.,B12
3633,1.0,0.0,Dom London,Maryland Eastern Shore,MEAC
3634,1.0,0.0,Tyler Brelsford,Bryant,NEC
3635,0.994,0.006,Supreme Cook,Fairfield,MAAC
3636,1.0,0.0,Connor Creech,Northern Colorado,BSky
3637,0.996,0.004,Tony Perkins,Iowa,B10
3638,0.998,0.002,Amound Anderson,Southern Utah,BSky
3639,0.992,0.008,Julian Strawther,Gonzaga,WCC
3640,1.0,0.0,Jamahri Harvey,UNC Wilmington,CAA
3641,0.99,0.01,Duke Miles,Troy,SB
3642,0.996,0.004,Clarence Jackson,Wichita St.,Amer
3643,1.0,0.0,Jaden Seymour,East Tennessee St.,SC
3644,1.0,0.0,Jordan Geronimo,Indiana,B10
3645,0.99,0.01,Ricky Council IV,Wichita St.,Amer
3646,0.998,0.002,Trevin Wade,Eastern Kentucky,ASun
3647,1.0,0.0,Max Brooks,UMass Lowell,AE
3648,1.0,0.0,Chris Youngblood,Kennesaw St.,ASun
3649,1.0,0.0,DeSean Woods,Southern,SWAC
3650,1.0,0.0,Terrance Williams II,Michigan,B10
3651,1.0,0.0,Matthew Wickizer,Utah St.,MWC
3652,1.0,0.0,"Lamar Oden, Jr.",Drexel,CAA
3653,1.0,0.0,Tobias Rotegaard,Long Beach St.,BW
3654,0.972,0.028,Jalen Cook,Tulane,Amer
3655,1.0,0.0,Zeb Jackson,Michigan,B10
3656,0.998,0.002,John Square Jr.,Fairleigh Dickinson,NEC
3657,1.0,0.0,Wynton Brown,Northern Arizona,BSky
3658,1.0,0.0,Christian Turner,Troy,SB
3659,0.996,0.004,Sam Mennenga,Davidson,A10
3660,1.0,0.0,Nicholas Boyd,Florida Atlantic,CUSA
3661,1.0,0.0,Tyler Patterson,Montana St.,BSky
3662,0.996,0.004,Touba Traore,Niagara,MAAC
3663,0.992,0.008,Wendell Green Jr.,Auburn,SEC
3664,1.0,0.0,Trey Bonham,VMI,SC
3665,1.0,0.0,Francesco Borra,UC Davis,BW
3666,1.0,0.0,Jordan Brooks,Kansas St.,B12
3667,1.0,0.0,Dylan Branson,Southeast Missouri St.,OVC
3668,1.0,0.0,Tyler Fricke,Valparaiso,MVC
3669,1.0,0.0,Devin Evans,Nebraska Omaha,Sum
3670,1.0,0.0,Nate Robinson,Seattle,WAC
3671,1.0,0.0,DJ Nussbaum,VMI,SC
3672,1.0,0.0,Bryce Johnson,Sacred Heart,NEC
3673,1.0,0.0,Max Shulga,Utah St.,MWC
3674,0.998,0.002,Lunden Taylor,UC San Diego,BW
3675,0.998,0.002,Grant Nelson,North Dakota St.,Sum
3676,1.0,0.0,Isaiah Pope,Dixie St.,WAC
3677,1.0,0.0,Demaree King,Jacksonville St.,OVC
3678,1.0,0.0,Andrew Anderson,South Alabama,SB
3679,1.0,0.0,Jayson Kent,Bradley,MVC
3680,1.0,0.0,Justin Taphorn,Wisconsin,B10
3681,0.998,0.002,Jamal West,South Alabama,SB
3682,1.0,0.0,Thomas Hall,Bradley,MVC
3683,1.0,0.0,A.J. McGinnis,Cincinnati,Amer
3684,0.982,0.018,JaCobi Wood,Belmont,OVC
3685,1.0,0.0,Seny Ndiaye,West Virginia,B12
3686,0.99,0.01,Kadary Richmond,Seton Hall,BE
3687,0.986,0.014,Even Brauns,Belmont,OVC
3688,0.998,0.002,Cameron Sheffield,Rice,CUSA
3689,0.998,0.002,Anthony D'Avanzo,Southern Illinois,MVC
3690,1.0,0.0,Hollman Smith,James Madison,CAA
3691,1.0,0.0,Kendal Coleman,Northwestern St.,Slnd
3692,1.0,0.0,Marcus Hopkins,Tennessee Tech,OVC
3693,0.998,0.002,Damaria Franklin,Illinois Chicago,Horz
3694,1.0,0.0,Andrew Wells,Eastern Michigan,MAC
3695,0.996,0.004,Kerwin Walton,North Carolina,ACC
3696,1.0,0.0,Jordan Burchfield,Austin Peay,OVC
3697,0.986,0.014,Dwon Odom,Xavier,BE
3698,1.0,0.0,Edoardo Del Cadia,Nicholls St.,Slnd
3699,1.0,0.0,Tre Coleman,Nevada,MWC
3700,0.978,0.022,Marcus Williams,Texas A&M,SEC
3701,1.0,0.0,Ronald Polite,George Mason,A10
3702,1.0,0.0,Jacob Jennissen,Colorado St.,MWC
3703,1.0,0.0,Mayson Quartlebaum,Kennesaw St.,ASun
3704,1.0,0.0,Kenny Burns,Kennesaw St.,ASun
3705,1.0,0.0,Jake Lieppert,Rice,CUSA
3706,1.0,0.0,Mekhi Gray,NJIT,AE
3707,0.978,0.022,Xavier Fuller,South Dakota,Sum
3708,1.0,0.0,Dalton Banks,Southern Illinois,MVC
3709,0.99,0.01,Ramean Hinton,Western Illinois,Sum
3710,0.92,0.08,Andre Curbelo,Illinois,B10
3711,1.0,0.0,Kaleb Thornton,Northern Illinois,MAC
3712,1.0,0.0,Will Pruitt,Lipscomb,ASun
3713,1.0,0.0,Braden Lamar,Western Illinois,Sum
3714,0.998,0.002,Bennett Kwiecinski,St. Thomas,Sum
3715,1.0,0.0,JJ Flores,Western Illinois,Sum
3716,0.998,0.002,Chinedu Okanu,Northern Illinois,MAC
3717,1.0,0.0,Marko Andric,Little Rock,SB
3718,0.994,0.006,Kamari Brown,Georgia Southern,SB
3719,0.992,0.008,Bennedict Mathurin,Arizona,P12
3720,1.0,0.0,Bradley Akhile,Incarnate Word,Slnd
3721,0.996,0.004,Darnell Brodie,Drake,MVC
3722,0.99,0.01,Leon Ayers III,Duquesne,A10
3723,0.998,0.002,Rashad Smith,Idaho,BSky
3724,0.998,0.002,Jadrian Tracey,Saint Joseph's,A10
3725,1.0,0.0,Tommaso Ferraresi,Sacred Heart,NEC
3726,0.978,0.022,Montre' Gipson,Tarleton St.,WAC
3727,1.0,0.0,Jonathan Jackson,Liberty,ASun
3728,0.974,0.026,Shahada Wells,TCU,B12
3729,0.994,0.006,Vladislav Goldin,Florida Atlantic,CUSA
3730,0.998,0.002,Seryee Lewis,Kansas St.,B12
3731,0.996,0.004,Brock Gilbert,Dixie St.,WAC
3732,1.0,0.0,Dylan Brougham,Nebraska Omaha,Sum
3733,1.0,0.0,Emon Washington,Illinois St.,MVC
3734,0.992,0.008,Rongie Gordon,UAB,CUSA
