,id,Nodraft,Yesdraft,Player,Team,Conference,Games Played,Minutes Percentage,Offensive Rating,True Shooting Percentage,Assist Percentage,Turnover Percentage,Block Percentage,Free Throw Percentage,Points Over Replacement Per Adjusted Game,Adjusted Offensive Efficiency
2266,2266,0.994,0.006,Issa Samake,Drake,MVC,25,19.9,124.3,59.9,3.5,10.8,4.4,0.471,0.826865,110.951
2267,2267,0.988,0.012,Calvin Solomon,Stephen F. Austin,Slnd,18,54.5,102.9,60.44,7.7,27.1,5.2,0.733,0.876074,96.8326
2268,2268,1.0,0.0,Charlie Daniels,Minnesota,B10,18,36.3,95.7,56.78,5.4,27.2,3.5,0.387,0.289456,91.0005
2269,2269,0.998,0.002,Nate Ferguson,Drake,MVC,21,18.2,106.4,59.28,1.5,20.4,3.8,0.556,0.410471,96.9877
2270,2270,0.988,0.012,Joseph Yesufu,Kansas,B12,29,60.4,113.2,55.4,14.1,11.5,0.3,0.829,3.14603,122.765
2271,2271,0.988,0.012,Jordan Minor,Merrimack,NEC,18,73.0,92.2,50.73,13.7,21.9,5.1,0.583,1.08727,95.9914
2272,2272,1.0,0.0,Ziggy Reid,Merrimack,NEC,18,74.2,94.8,55.75,8.8,21.0,4.2,0.815,0.667282,91.7343
2273,2273,1.0,0.0,Jordan McKoy,Merrimack,NEC,18,42.1,93.3,49.93,7.2,17.3,0.0,0.706,-0.501788,76.6623
2274,2274,0.994,0.006,Justin Connolly,Merrimack,NEC,10,17.9,107.5,58.88,13.7,20.7,9.2,0.615,0.402499,94.1784
2275,2275,0.992,0.008,Christian Koloko,Arizona,P12,26,43.0,112.6,54.98,3.4,14.7,8.8,0.625,1.62029,112.434
2276,2276,0.994,0.006,Keyshaun Langley,UNC Greensboro,SC,30,64.8,105.5,52.31,23.1,18.5,0.6,0.775,1.87863,106.139
2277,2277,1.0,0.0,Isaac Stansbury,Mississippi St.,SEC,2,0.2,50.8,0.0,52.7,100.0,0.0,0.0,-0.200122,46.8077
2278,2278,0.986,0.014,James Glisson III,Mercer,SC,23,48.0,124.9,65.89,4.9,12.8,2.6,0.864,2.38334,116.967
2279,2279,1.0,0.0,Diego Rivera,Mercer,SC,6,3.8,103.0,31.25,31.2,10.6,0.0,0.0,0.10927,89.9793
2280,2280,1.0,0.0,Chase Johnston,Stetson,ASun,24,81.2,105.1,55.12,10.2,15.0,0.3,0.833,1.96217,102.658
2281,2281,1.0,0.0,Kamar Robertson,Mercer,SC,20,25.3,100.9,55.74,9.0,18.6,0.8,0.538,0.335934,92.6611
2282,2282,0.97,0.03,Donta Scott,Maryland,B10,30,76.3,113.4,61.63,13.8,15.7,3.3,0.671,3.75128,120.7
2283,2283,0.996,0.004,Babatunde Akingbola,Auburn,SEC,27,27.1,92.0,46.43,2.9,24.1,8.4,0.348,0.0425262,86.3878
2284,2284,1.0,0.0,Makhi Mitchell,Rhode Island,A10,7,11.1,89.9,52.16,3.4,22.9,3.9,0.607,0.58813,95.7551
2285,2285,0.928,0.072,Makhel Mitchell,Rhode Island,A10,25,54.6,93.9,51.6,8.8,19.9,8.3,0.469,1.36603,103.278
2286,2286,1.0,0.0,Devan Cambridge,Auburn,SEC,27,62.7,96.2,47.86,5.6,16.3,2.2,0.583,1.19743,99.0236
2287,2287,1.0,0.0,Lior Berman,Auburn,SEC,11,2.8,117.9,52.1,0.0,0.0,0.0,1.0,0.287943,116.028
2288,2288,1.0,0.0,Dardan Kapiti,Florida Atlantic,CUSA,17,16.3,80.2,51.33,10.4,36.0,6.5,0.364,-0.183454,78.0128
2289,2289,1.0,0.0,Jonathan Nunez,FIU,CUSA,20,29.4,93.4,51.22,6.1,22.5,0.0,0.75,-0.265211,79.4073
2290,2290,1.0,0.0,Kyle Sturdivant,Georgia Tech,ACC,26,29.1,99.2,52.99,14.0,18.7,0.4,0.783,0.591583,99.8982
2291,2291,0.95,0.05,Isaiah Mobley,USC,P12,32,66.9,110.5,51.77,10.7,13.0,3.5,0.545,3.01485,116.735
2292,2292,0.986,0.014,Dearon Tucker,Indiana St.,MVC,28,20.9,108.2,64.96,4.5,24.6,5.8,0.806,0.662969,105.32
2293,2293,1.0,0.0,Julien Franklin,Cal Poly,BW,19,8.7,74.8,38.46,11.3,31.9,0.0,0.75,-0.330261,68.8974
2294,2294,1.0,0.0,Joey Potts,Oregon St.,P12,4,0.5,102.9,52.63,0.0,0.0,0.0,0.5,0.0250334,89.3782
2295,2295,0.994,0.006,Jarod Lucas,Oregon St.,P12,32,73.3,114.4,56.12,8.2,8.8,0.1,0.892,3.63334,120.951
2296,2296,0.992,0.008,Roman Silva,Oregon St.,P12,30,38.3,110.4,65.76,5.1,22.5,4.6,0.621,1.51136,111.927
2297,2297,1.0,0.0,Gianni Hunt,Oregon St.,P12,31,48.6,96.9,47.82,26.6,21.5,0.0,0.808,1.01498,99.8342
2298,2298,1.0,0.0,Sean Miller-Moore,Grand Canyon,WAC,21,38.0,90.1,44.48,17.4,26.7,1.5,0.5,-0.0791514,83.7542
2299,2299,0.99,0.01,Chico Carter Jr.,South Carolina,SEC,24,61.9,107.1,61.22,14.9,19.7,0.4,0.848,2.05363,109.172
2300,2300,0.988,0.012,Tyrese Samuel,Seton Hall,BE,27,42.3,108.4,58.78,6.7,17.4,2.1,0.308,1.32656,107.859
2301,2301,0.996,0.004,Connor Withers,UMass Lowell,AE,21,74.3,100.9,53.84,10.7,17.8,3.9,0.69,1.51437,98.6545
2302,2302,1.0,0.0,Quinn Richey,Samford,SC,7,12.8,87.6,38.13,1.8,8.0,0.0,0.667,-0.632652,70.1478
2303,2303,1.0,0.0,Aaron Deloney,Vermont,AE,12,22.1,66.5,29.57,16.1,28.6,0.0,0.6,-0.840509,63.2764
2304,2304,1.0,0.0,Charles Manning Jr.,South Alabama,SB,6,9.4,95.5,42.41,7.6,14.0,1.0,1.0,0.315958,90.3723
2305,2305,1.0,0.0,Jake van der Heijden,Bucknell,Pat,12,32.7,95.6,52.98,10.1,20.7,1.2,0.6,0.00258067,85.3126
2306,2306,1.0,0.0,Daniel Lobach,Samford,SC,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.160578,-7.29667
2307,2307,1.0,0.0,Alex Timmerman,Bucknell,Pat,8,11.0,96.7,42.64,6.6,7.6,1.8,0.5,-0.0143802,84.6302
2308,2308,0.982,0.018,Da'Shawn Phillip,Maryland Eastern Shore,MEAC,31,54.6,76.3,38.1,10.3,14.9,4.4,0.667,-0.581019,77.68
2309,2309,1.0,0.0,Kevon Voyles,Maryland Eastern Shore,MEAC,26,25.3,77.7,39.25,16.6,16.1,0.7,0.526,-0.232321,79.7794
2310,2310,1.0,0.0,Paul Mulcahy,Rutgers,B10,28,67.8,106.7,58.93,18.2,25.2,1.4,0.675,1.68256,103.129
2311,2311,1.0,0.0,Jovan Blacksher Jr.,Grand Canyon,WAC,21,86.3,106.6,51.02,29.4,18.4,0.3,0.804,2.8227,108.818
2312,2312,1.0,0.0,Ethan Spry,Grand Canyon,WAC,2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.321112,-7.28383
2313,2313,0.996,0.004,Brandon Battle,Illinois Chicago,Horz,18,67.6,88.1,49.63,6.6,22.5,1.0,0.541,0.47233,90.2868
2314,2314,0.998,0.002,Terreon Randolph,Grambling St.,SWAC,23,59.9,94.2,51.48,6.0,20.8,3.2,0.508,0.00407652,85.3048
2315,2315,1.0,0.0,Caleb Hunter,Mississippi Valley St.,SWAC,24,87.0,79.8,43.65,26.3,21.2,0.6,0.525,-0.156321,83.9609
2316,2316,1.0,0.0,Jayden Reaves,Dartmouth,Ivy,6,0.3,128.9,75.0,0.0,0.0,0.0,0.0,0.0878195,135.957
2317,2317,1.0,0.0,Zahad Munford,Grambling St.,SWAC,20,28.0,95.5,49.82,17.6,18.2,0.0,0.778,0.106213,87.6342
2318,2318,1.0,0.0,Tra'Michael Moton,Grambling St.,SWAC,19,45.7,100.6,53.19,26.5,20.4,0.0,0.746,0.699178,94.3658
2319,2319,1.0,0.0,Cameron Brown,Saint Joseph's,A10,17,56.5,100.0,51.2,5.7,11.6,0.9,0.667,1.1047,97.2967
2320,2320,0.872,0.128,Hyunjung Lee,Davidson,A10,21,75.0,126.9,68.72,16.7,16.6,1.6,0.898,4.97713,133.048
2321,2321,0.998,0.002,David Kristensen,Davidson,A10,11,5.2,80.5,54.79,15.5,46.5,5.7,1.0,-0.123448,76.3618
2322,2322,1.0,0.0,Drew Dibble,Davidson,A10,4,0.7,0.0,0.0,52.6,0.0,0.0,0.0,-0.482415,-7.42722
2323,2323,0.994,0.006,Elijah Pepper,UC Davis,BW,17,82.3,104.0,55.31,7.1,16.0,0.6,0.85,2.17329,104.28
2324,2324,0.998,0.002,Aaron Murphy,UC Davis,BW,13,10.1,111.4,63.45,6.3,20.9,3.4,0.778,0.437165,109.328
2325,2325,1.0,0.0,Jackson Harlan,Western Kentucky,CUSA,7,1.5,105.3,63.29,0.0,25.2,0.0,1.0,0.0511784,91.3288
2326,2326,0.998,0.002,Jordan Rawls,Georgia St.,SB,28,55.0,99.2,49.77,18.0,18.7,0.0,0.895,1.32125,101.985
2327,2327,1.0,0.0,Tristan Green,Denver,Sum,18,51.5,80.9,47.68,4.2,25.4,2.5,0.64,-0.835143,74.7948
2328,2328,0.998,0.002,John Tonje,Colorado St.,MWC,27,50.9,103.0,54.58,7.9,16.8,1.1,0.852,1.21573,102.455
2329,2329,0.996,0.004,Rudy Fitzgibbons III,The Citadel,SC,19,27.0,96.6,55.28,13.6,21.4,0.4,0.6,0.499512,97.3046
2330,2330,1.0,0.0,Parker Weiss,Iona,MAAC,11,3.6,173.8,83.33,0.0,0.0,0.0,0.0,0.433728,138.138
2331,2331,1.0,0.0,Antwon Jackson,Arkansas St.,SB,21,36.0,92.3,41.28,2.4,17.5,0.7,0.655,-0.190209,81.4467
2332,2332,1.0,0.0,Roscoe Eastmond,Southeastern Louisiana,Slnd,20,47.8,82.2,43.11,31.0,30.8,0.3,0.5,-0.528989,77.2789
2333,2333,1.0,0.0,Mo Arnold,Southern Miss,CUSA,22,80.0,83.8,44.3,13.3,23.1,0.7,0.608,-0.752935,78.475
2334,2334,1.0,0.0,Caleb Grill,Iowa St.,B12,25,84.7,103.0,53.24,11.7,17.5,0.5,0.69,1.48674,97.902
2335,2335,1.0,0.0,Maceo Austin,Duquesne,A10,9,23.5,102.6,42.94,9.5,12.7,1.4,0.556,0.263675,89.3024
2336,2336,1.0,0.0,Kamari Williams,Miami OH,MAC,15,23.1,88.1,46.54,3.9,20.3,0.6,0.5,-0.124482,82.3627
2337,2337,1.0,0.0,Ashton Miller,Wagner,NEC,23,17.4,61.4,28.14,2.4,15.5,0.5,0.7,-0.976086,54.6788
2338,2338,1.0,0.0,Jamil Riggins,Quinnipiac,MAAC,17,17.7,87.9,47.58,4.6,17.0,0.6,0.6,0.0367794,86.4214
2339,2339,1.0,0.0,"Gary Harris, Jr.",Loyola Marymount,WCC,30,47.7,92.0,45.78,3.9,15.5,3.5,0.48,0.0837518,86.605
2340,2340,0.998,0.002,Brendan McGuire,Quinnipiac,MAAC,21,54.0,93.1,57.12,22.5,29.1,1.2,0.821,0.320571,89.3442
2341,2341,1.0,0.0,Morgan Safford,Wofford,SC,21,65.0,97.1,50.81,6.3,14.7,0.8,0.614,0.944206,95.2527
2342,2342,1.0,0.0,RaeQuan Battle,Montana St.,BSky,14,23.8,68.3,35.26,3.8,18.3,2.0,0.769,-0.703786,73.7599
2343,2343,1.0,0.0,Grant Frickenstein,Nebraska Omaha,Sum,6,0.9,78.5,25.0,0.0,0.0,0.0,0.0,-0.00795937,83.7266
2344,2344,1.0,0.0,Thatcher Stone,William & Mary,CAA,14,26.9,79.7,41.34,7.4,24.3,1.7,0.588,-0.717843,69.375
2345,2345,0.962,0.038,Xavier Cork,TCU,B12,25,66.4,112.1,65.85,15.3,22.5,5.0,0.762,2.67434,114.256
2346,2346,0.994,0.006,Ilija Stefanovic,Longwood,BSth,16,8.4,128.2,71.84,5.1,15.2,2.9,0.5,0.66939,118.091
2347,2347,1.0,0.0,Bernardo da Silva,Hawaii,BW,3,1.3,88.1,76.92,0.0,39.0,0.0,0.5,-0.0278239,82.8502
2348,2348,1.0,0.0,D.J. Johnson,Kent St.,MAC,25,36.7,113.0,59.29,4.1,15.1,3.5,0.647,1.01689,105.237
2349,2349,1.0,0.0,Cameron O'Conner,Longwood,BSth,10,3.2,122.9,75.0,4.9,30.9,0.0,0.0,0.128219,95.5198
2350,2350,1.0,0.0,Malcolm Dandridge,Memphis,Amer,26,28.3,87.5,53.0,7.9,29.9,6.4,0.364,0.172749,89.339
2351,2351,0.998,0.002,John-Michael Mulloy,Butler,BE,18,11.4,99.0,50.72,4.8,27.1,1.0,0.25,-0.0483511,83.0786
2352,2352,1.0,0.0,Mike Parker,Butler,BE,3,0.8,71.3,50.0,0.0,31.2,0.0,0.0,-0.0386444,81.0795
2353,2353,0.996,0.004,Lester Quinones,Memphis,Amer,28,65.9,112.0,56.13,13.4,16.3,0.8,0.672,2.38889,111.376
2354,2354,1.0,0.0,Japannah Kellogg III,Green Bay,Horz,24,43.1,106.7,52.0,5.7,13.5,2.9,0.646,0.670437,96.0259
2355,2355,0.994,0.006,Lucas Stieber,Green Bay,Horz,25,65.2,102.7,48.63,25.4,23.5,3.5,0.667,0.197134,87.4327
2356,2356,0.996,0.004,Jordan Dingle,Penn,Ivy,24,72.6,94.8,52.88,13.4,18.4,0.1,0.583,1.74325,101.309
2357,2357,0.976,0.024,Keegan Records,Colgate,Pat,16,56.3,121.3,58.94,9.3,10.5,4.9,0.475,2.40348,116.024
2358,2358,1.0,0.0,Tevin Brewer,FIU,CUSA,22,75.2,103.8,52.4,26.8,19.9,0.0,0.731,1.66527,101.211
2359,2359,0.998,0.002,Max Martz,Penn,Ivy,25,57.3,117.1,59.97,4.2,10.8,0.6,0.824,1.80713,107.185
2360,2360,1.0,0.0,Max Lorca-Lloyd,Penn,Ivy,8,1.9,88.1,37.5,28.6,20.0,9.2,0.0,0.0756396,94.1965
2361,2361,1.0,0.0,Lucas Monroe,Penn,Ivy,26,35.7,91.5,51.32,10.2,26.2,3.0,0.6,-0.0168188,85.0016
2362,2362,1.0,0.0,Moulaye Sissoko,Dayton,A10,14,13.6,76.5,43.76,4.1,31.9,0.8,1.0,-0.446886,71.4402
2363,2363,0.976,0.024,Quinten Post,Boston College,ACC,31,20.1,91.2,48.51,8.8,25.2,6.5,0.571,0.343931,96.8623
2364,2364,1.0,0.0,Tyson Jackson,New Orleans,Slnd,19,27.4,83.2,59.16,4.6,35.0,1.8,0.538,-0.325155,77.8683
2365,2365,0.986,0.014,Matt van Komen,Saint Mary's,WCC,13,3.4,114.9,63.29,6.1,21.3,12.3,1.0,0.261021,114.889
2366,2366,1.0,0.0,Justin Rumph,Mississippi St.,SEC,1,0.1,300.0,150.0,0.0,0.0,0.0,0.0,0.59111,255.604
2367,2367,1.0,0.0,Golden Dike,Loyola MD,Pat,17,61.3,91.4,48.25,16.0,23.1,1.3,0.297,0.274404,88.4826
2368,2368,0.97,0.03,Iverson Molinar,Mississippi St.,SEC,30,73.0,111.4,57.44,15.9,16.5,0.4,0.804,4.24682,123.423
2369,2369,1.0,0.0,Luka Jaksic,St. Francis NY,NEC,5,0.4,139.9,75.0,0.0,0.0,0.0,0.0,0.110377,138.271
2370,2370,0.996,0.004,Quincy Olivari,Rice,CUSA,25,73.6,103.6,54.54,8.2,12.8,0.0,0.806,2.76053,112.278
2371,2371,0.998,0.002,Jan Zidek,Pepperdine,WCC,21,42.6,108.7,57.89,4.1,11.1,0.3,0.786,1.91179,112.486
2372,2372,1.0,0.0,Majok Deng,Pepperdine,WCC,11,7.4,91.7,44.09,0.0,4.8,1.5,1.0,0.0311926,86.6191
2373,2373,0.998,0.002,Imajae Dodd,Charleston Southern,BSth,13,17.5,103.7,48.32,5.0,11.9,8.8,0.375,0.151291,90.3199
2374,2374,0.994,0.006,Jake Boggs,South Florida,Amer,16,63.4,115.1,57.44,4.9,10.0,3.4,0.757,1.88572,106.681
2375,2375,1.0,0.0,Sedrick Altman,Rider,MAAC,24,66.6,98.5,51.51,13.0,16.6,1.4,0.585,1.01767,95.8379
2376,2376,0.994,0.006,Lance Coleman II,Cal St. Northridge,BW,7,23.6,99.9,51.02,3.3,8.1,0.6,0.909,1.83713,103.879
2377,2377,1.0,0.0,Ben Moffat,Rice,CUSA,4,1.5,69.9,25.0,0.0,0.0,0.0,0.0,-0.332244,59.7231
2378,2378,1.0,0.0,Owen McCormack,Presbyterian,BSth,21,78.6,112.5,56.0,12.7,16.9,1.1,0.75,1.80674,101.821
2379,2379,0.996,0.004,Tommy Bruner,Jacksonville,ASun,21,76.8,92.8,51.15,29.4,23.2,0.0,0.81,1.60138,99.5921
2380,2380,1.0,0.0,Wilfried Likayi,Coastal Carolina,SB,14,30.1,119.2,55.31,5.4,7.0,1.7,0.583,1.37635,112.344
2381,2381,0.996,0.004,Khydarius Smith,USC Upstate,BSth,21,34.4,113.7,69.98,2.4,20.4,3.7,0.64,1.02347,105.698
2382,2382,0.998,0.002,Garrick Green,Coastal Carolina,SB,22,59.2,102.0,52.77,6.3,20.4,2.3,0.563,0.937813,96.6663
2383,2383,0.998,0.002,Keishawn Brewton,Buffalo,MAC,11,17.9,95.3,43.37,10.7,15.0,0.5,0.615,0.423182,93.0531
2384,2384,0.99,0.01,Tristen Newton,East Carolina,Amer,16,69.2,92.8,46.55,26.9,21.1,1.3,0.882,0.999894,94.5117
2385,2385,0.996,0.004,Sean Sutherlin,Minnesota,B10,27,81.6,82.7,46.03,17.4,25.2,1.4,0.58,0.0772676,85.9993
2386,2386,0.972,0.028,Brandon Suggs,East Carolina,Amer,17,59.9,91.8,51.68,17.8,22.1,2.7,0.646,1.02087,96.8644
2387,2387,1.0,0.0,Logan Curtis,Delaware,CAA,21,11.7,82.5,38.89,9.4,12.7,0.8,0.0,-0.201084,77.0059
2388,2388,0.992,0.008,Wendell Moore Jr.,Duke,ACC,24,68.1,101.9,51.13,16.3,20.1,0.6,0.848,2.11635,107.631
2389,2389,1.0,0.0,Ben Hendriks,Ball St.,MAC,17,16.0,99.8,61.89,4.9,26.6,3.5,0.333,0.163488,90.6708
2390,2390,0.998,0.002,Nick Johnson,New Hampshire,AE,18,63.0,89.5,46.83,10.9,17.0,1.8,0.469,0.244657,88.0521
2391,2391,1.0,0.0,Jacob Groves,Oklahoma,B12,23,54.7,111.8,61.94,8.3,16.9,0.6,0.778,1.7867,108.8
2392,2392,0.984,0.016,Oscar Tshiebwe,Kentucky,SEC,10,16.9,112.9,54.28,7.3,15.0,2.2,0.607,2.66606,123.865
2393,2393,0.994,0.006,B. Artis White,Western Michigan,MAC,18,71.0,105.1,60.37,17.0,20.0,0.6,0.78,2.60444,109.041
2394,2394,0.996,0.004,Sean McNeil,West Virginia,B12,29,72.6,116.4,56.06,5.5,10.2,0.0,0.889,3.38102,118.81
2395,2395,0.976,0.024,J'Wan Roberts,Houston,Amer,24,19.3,115.0,54.17,4.9,20.7,6.8,0.588,0.625086,103.345
2396,2396,0.976,0.024,D.J. Jeffries,Mississippi St.,SEC,28,64.1,95.6,50.8,14.7,21.4,4.0,0.562,1.36309,100.575
2397,2397,1.0,0.0,Akrum Ahemed,Canisius,MAAC,9,18.7,91.4,46.38,7.2,20.3,0.0,1.0,-0.217702,79.4347
2398,2398,1.0,0.0,Jake Kyman,UCLA,P12,31,24.6,99.9,48.24,8.1,11.8,0.0,0.667,0.543567,100.692
2399,2399,0.998,0.002,Harry Morrice,North Carolina A&T,MEAC,16,23.0,94.5,52.68,2.5,19.5,4.9,0.5,0.165553,89.6269
2400,2400,1.0,0.0,Russell Jones Jr.,Winthrop,BSth,23,32.3,106.8,49.69,17.9,17.3,0.0,0.75,0.850265,102.704
2401,2401,0.994,0.006,Jamal King,Winthrop,BSth,24,26.3,98.0,46.71,6.0,15.3,3.0,0.467,0.254373,91.9453
2402,2402,1.0,0.0,Marko Lukic,Little Rock,SB,24,60.5,108.4,57.2,10.4,16.7,0.6,0.797,1.78402,105.661
2403,2403,0.998,0.002,Ralph Agee,Rutgers,B10,18,63.6,94.9,58.26,5.2,22.9,1.0,0.603,1.37974,100.074
2404,2404,1.0,0.0,Isaiah Lewis,Northern Arizona,BSky,20,41.7,88.5,47.05,13.1,24.1,0.4,0.618,0.0199571,85.5675
2405,2405,1.0,0.0,Isaiah Gross,Coppin St.,MEAC,14,13.5,73.5,37.59,0.0,9.2,0.0,0.667,-0.404895,71.5282
2406,2406,1.0,0.0,Trever Irish,Long Beach St.,BW,18,33.6,97.2,56.06,3.3,20.9,6.2,0.579,0.348132,92.7097
2407,2407,1.0,0.0,Arnold Henderson VI,VCU,A10,5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.364186,-2.20493
2408,2408,0.988,0.012,Hason Ward,VCU,A10,26,53.5,109.2,61.23,9.1,22.2,12.1,0.733,1.56125,106.283
2409,2409,0.998,0.002,TJ Nagy,Wright St.,Horz,8,2.1,142.5,128.21,0.0,41.7,4.7,1.0,0.227433,111.473
2410,2410,0.96,0.04,John-Michael Wright,High Point,BSth,22,76.3,109.1,53.57,25.4,12.6,1.3,0.779,4.1162,120.915
2411,2411,1.0,0.0,Brenden Tucker,College of Charleston,CAA,17,62.7,94.0,50.07,10.0,17.7,0.6,0.739,1.07803,97.6363
2412,2412,1.0,0.0,Trevon Reddish,Presbyterian,BSth,20,75.3,90.7,51.97,18.2,27.0,1.4,0.623,0.401594,88.9179
2413,2413,0.996,0.004,Dan Petcash,Binghamton,AE,18,74.0,101.2,54.56,7.9,20.5,1.8,0.8,0.808614,93.127
2414,2414,0.986,0.014,Justin Moore,Villanova,BE,25,81.5,108.7,54.27,17.9,13.4,1.3,0.778,3.54453,116.592
2415,2415,1.0,0.0,Chris Arcidiacono,Villanova,BE,13,11.0,94.0,41.74,11.5,22.3,0.0,0.6,-0.0468911,83.6731
2416,2416,0.998,0.002,Dane Quest,Tennessee Tech,OVC,26,45.0,92.1,53.33,11.5,29.0,0.9,0.677,-0.0950194,83.7898
2417,2417,1.0,0.0,Lok Wur,Oregon,P12,11,5.4,92.1,57.05,2.7,31.6,5.7,0.75,0.153069,93.2104
2418,2418,0.982,0.018,C.J. Walker,UCF,Amer,21,58.4,94.7,48.22,7.3,17.4,7.6,0.581,1.07992,97.4306
2419,2419,0.996,0.004,Chandler Lawson,Memphis,Amer,28,45.3,103.3,53.0,7.3,17.8,2.8,0.5,0.91671,99.8457
2420,2420,1.0,0.0,Boo Buie,Northwestern,B10,23,67.1,96.7,49.75,29.9,17.6,0.2,0.774,2.09455,107.746
2421,2421,0.996,0.004,Christian Ray,La Salle,A10,24,62.8,107.3,55.27,10.5,17.0,0.9,0.51,1.8396,106.361
2422,2422,0.978,0.022,Noah Carter,Northern Iowa,MVC,23,68.4,110.5,58.04,7.8,13.6,2.1,0.745,2.49631,111.555
2423,2423,1.0,0.0,Romar Reid,Manhattan,MAAC,16,17.6,102.6,54.58,14.3,21.5,0.0,0.714,0.0820605,87.9672
2424,2424,0.996,0.004,Adam Cisse,Manhattan,MAAC,20,5.1,99.3,42.8,0.0,14.5,7.4,0.833,0.0110606,86.3434
2425,2425,0.998,0.002,James Betz,Northern Iowa,MVC,19,19.5,95.7,45.69,10.3,12.3,3.4,0.667,0.464006,99.4773
2426,2426,1.0,0.0,Filippos Gkogkos,Miami FL,ACC,4,0.6,56.9,0.0,0.0,0.0,0.0,0.0,-0.216769,49.5589
2427,2427,1.0,0.0,Lenny Ricca,Florida Gulf Coast,ASun,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.591972,-0.0428376
2428,2428,1.0,0.0,Cyrus Largie,Florida Gulf Coast,ASun,16,74.4,111.5,60.2,9.2,16.1,1.3,0.68,2.39233,108.43
2429,2429,1.0,0.0,Chance Jackson,Florida Gulf Coast,ASun,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.640863,-7.08763
2430,2430,1.0,0.0,Derek Krogmann,Northern Iowa,MVC,6,1.2,104.4,50.0,0.0,0.0,0.0,0.0,0.0382556,91.2692
2431,2431,0.996,0.004,Tre Williams,Duquesne,A10,24,76.8,95.3,53.4,6.2,21.5,5.5,0.52,0.975534,94.4107
2432,2432,0.998,0.002,Jelly Walker,UAB,CUSA,23,83.7,97.8,50.21,32.9,16.8,0.2,0.826,2.48316,106.631
2433,2433,0.996,0.004,Paxson Wojcik,Brown,Ivy,13,5.1,118.0,63.05,15.3,12.9,0.0,0.8,0.63832,125.112
2434,2434,0.998,0.002,Keith Clemons,Loyola Chicago,MVC,29,59.7,114.5,60.77,10.8,14.1,0.2,0.745,1.96877,109.032
2435,2435,1.0,0.0,Alec Zaccardo,Tulane,Amer,2,0.1,200.0,100.0,0.0,0.0,0.0,0.0,0.225576,215.271
2436,2436,1.0,0.0,EJ Bellinger,Belmont,OVC,26,18.5,106.4,58.19,13.5,21.6,1.0,0.75,0.506575,102.913
2437,2437,1.0,0.0,Avery Felts,Arkansas St.,SB,20,32.7,107.0,56.41,12.9,18.6,0.0,0.875,0.563698,97.101
2438,2438,1.0,0.0,Malcolm Farrington,Arkansas St.,SB,18,37.3,107.1,58.14,5.4,15.7,0.3,0.818,0.926743,100.623
2439,2439,0.986,0.014,Tray Jackson,Seton Hall,BE,3,1.3,79.9,40.4,0.0,30.4,0.0,1.0,0.118115,92.8537
2440,2440,1.0,0.0,Prosper Obidiebube,Longwood,BSth,1,0.2,36.6,0.0,0.0,0.0,0.0,0.0,-0.349373,34.9138
2441,2441,0.988,0.012,Joe Pridgen,Northeastern,CAA,13,68.8,112.3,59.56,10.4,17.9,2.2,0.643,2.59886,107.395
2442,2442,1.0,0.0,Grant Ledford,Chattanooga,SC,1,1.4,76.8,30.0,0.0,0.0,0.0,0.0,-0.482627,75.3211
2443,2443,1.0,0.0,Jason Holliday,Southern,SWAC,28,21.2,42.4,27.43,3.1,48.6,2.2,0.273,-1.70588,31.3313
2444,2444,1.0,0.0,Vito Cubrilo,Northeastern,CAA,15,18.8,66.6,41.67,7.8,32.8,0.0,0.75,-0.634919,66.0372
2445,2445,1.0,0.0,Sam Freeman,Pacific,WCC,18,10.6,88.1,53.37,3.0,32.3,4.8,0.625,-0.080109,81.858
2446,2446,1.0,0.0,Isaiah Powell,Vermont,AE,15,66.7,113.9,59.01,10.9,16.7,0.3,0.875,1.6895,103.499
2447,2447,0.968,0.032,Jubrile Belo,Montana St.,BSky,21,64.0,113.0,64.58,9.0,19.8,5.9,0.74,2.96498,118.645
2448,2448,0.982,0.018,Tyson Walker,Michigan St.,B10,19,86.5,104.1,55.83,33.8,17.8,0.2,0.772,3.91256,117.83
2449,2449,0.996,0.004,Dakota Rivers,Florida Gulf Coast,ASun,16,44.1,103.1,53.43,2.2,15.0,10.9,0.6,0.860565,99.3268
2450,2450,1.0,0.0,Qwanzi Samuels,George Washington,A10,2,0.8,50.7,33.33,0.0,31.3,0.0,0.0,-0.279657,53.0186
2451,2451,1.0,0.0,Brycen Goodine,Providence,BE,16,12.9,75.7,40.28,10.4,28.4,3.0,0.556,-0.284808,75.5952
2452,2452,0.948,0.052,Quincy Guerrier,Oregon,P12,28,81.8,114.6,55.51,5.0,9.5,4.1,0.673,3.95741,120.121
2453,2453,1.0,0.0,Joseph Girard III,Syracuse,ACC,28,69.0,96.5,48.45,23.8,19.9,0.3,0.78,1.77927,103.84
2454,2454,1.0,0.0,John Bol Ajak,Syracuse,ACC,10,4.5,67.6,25.0,6.1,33.6,4.6,0.0,-0.540813,54.3142
2455,2455,0.998,0.002,Jaren Holmes,St. Bonaventure,A10,21,82.5,103.7,51.13,12.1,14.0,0.4,0.643,2.90294,110.607
